,cust_identifier,tstamp,country_code,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10
8ZOT#AR#2021-02-17T08:03:50Z,8ZOT,2021-02-17T08:03:50Z,AR,2672418,9725401,5917485,2429085,4122361,9177609,6797762,7611030,3639416,6138921
8XEB#AR#2021-02-17T15:42:29Z,8XEB,2021-02-17T15:42:29Z,AR,8191523,6910202,9183437,2960056,8970077,3902040,8105324,6669669,247401,2003940
900000#AR#2021-02-17T00:03:26Z,9.00E+05,2021-02-17T00:03:26Z,AR,4030302,9979763,6096429,9425875,8698744,4520986,6928186,7297598,7936775,365742
90ZN#AR#2021-02-17T09:26:02Z,90ZN,2021-02-17T09:26:02Z,AR,1635181,6784337,3270712,8893229,9677372,1593464,9989975,4602104,159286,339140
8X82#AR#2021-02-17T02:06:51Z,8X82,2021-02-17T02:06:51Z,AR,8057006,7212440,7660198,3423012,4125507,2853718,8621566,7685529,5573897,3834296
8ZLT#AR#2021-02-17T17:52:43Z,8ZLT,2021-02-17T17:52:43Z,AR,7699121,8097478,714555,628510,4168987,4293375,717033,1061398,3132137,5128837
8Y2N#AR#2021-02-17T08:12:21Z,8Y2N,2021-02-17T08:12:21Z,AR,6506451,7457940,9549850,1240381,1150882,1319765,5022301,6769433,4642759,8340667
9029#AR#2021-02-17T12:42:46Z,9029,2021-02-17T12:42:46Z,AR,4102100,1074306,9583775,2497805,1407263,8183296,6140834,8651899,3350160,9324024
90C0#AR#2021-02-17T12:09:19Z,90C0,2021-02-17T12:09:19Z,AR,4558816,1501720,2922725,9773676,5841291,2014528,3959451,7916512,1571002,4786849
8Z7W#AR#2021-02-17T02:32:59Z,8Z7W,2021-02-17T02:32:59Z,AR,6808040,1281541,3559821,9457118,8857316,8634279,7616047,3795401,5378502,1115864
90F4#AR#2021-02-17T17:33:06Z,90F4,2021-02-17T17:33:06Z,AR,8452331,4987685,5959413,8128223,7160899,571826,6380026,3101779,1218189,1081128
931V#AR#2021-02-17T15:22:35Z,931V,2021-02-17T15:22:35Z,AR,5554093,7197265,5464174,3469197,1500031,9765511,8188241,1239956,764209,6321687
922T#AR#2021-02-17T23:08:00Z,922T,2021-02-17T23:08:00Z,AR,7723895,2185072,2356948,5737477,7974923,771005,2234655,8058225,8769134,2828358
92V6#AR#2021-02-17T08:32:24Z,92V6,2021-02-17T08:32:24Z,AR,4126194,6888588,3394356,925800,423981,861676,8768828,5044600,2070316,798849
927I#AR#2021-02-17T11:27:46Z,927I,2021-02-17T11:27:46Z,AR,8714328,1963679,402865,1964538,3452599,5137572,8608686,6913179,7268453,748704
91SQ#AR#2021-02-17T03:14:01Z,91SQ,2021-02-17T03:14:01Z,AR,5308018,2701086,2141823,5666875,7260695,9536348,100744,3602295,6326530,9997260
924E#AR#2021-02-17T18:04:15Z,924E,2021-02-17T18:04:15Z,AR,8214867,5414089,4200453,7344414,4624634,2354166,1421097,3785432,3733742,4154330
92G2#AR#2021-02-17T15:32:28Z,92G2,2021-02-17T15:32:28Z,AR,2771256,108428,6704434,1388851,1453424,7172100,1017180,3571986,3823097,6664435
93WI#AR#2021-02-17T05:34:19Z,93WI,2021-02-17T05:34:19Z,AR,3002551,7917073,4024209,6580855,6954723,1067909,937876,6925081,5958069,8975612
9253#AR#2021-02-17T16:25:15Z,9253,2021-02-17T16:25:15Z,AR,3184872,6659865,8681226,9802080,8125024,848498,1561964,6003689,6459640,6963967
8XY3#AR#2021-02-17T04:21:48Z,8XY3,2021-02-17T04:21:48Z,AR,5761549,1793578,213750,7489034,9017438,4131666,9761070,7922657,2280447,3951610
8Y66#AR#2021-02-17T00:39:31Z,8Y66,2021-02-17T00:39:31Z,AR,2949687,6816278,4833949,3317634,9717327,1288210,3339745,2428977,5448212,8920952
90S1#AR#2021-02-17T17:51:50Z,90S1,2021-02-17T17:51:50Z,AR,2199873,132402,3661917,9037505,2080528,4649633,9136164,8136254,5437205,2909398
8Y36#AR#2021-02-17T23:14:07Z,8Y36,2021-02-17T23:14:07Z,AR,491086,3074059,8080442,6024377,8839781,9443865,2346785,16666,7818162,2931926
90HC#AR#2021-02-17T13:45:27Z,90HC,2021-02-17T13:45:27Z,AR,2100310,8220286,12750,2687768,5575536,3773772,3517479,43608,5868671,4418347
90QV#AR#2021-02-17T09:16:23Z,90QV,2021-02-17T09:16:23Z,AR,9935733,1002587,1508305,6498948,2030103,7603548,7851146,1369882,8628559,2200321
9113#AR#2021-02-17T01:14:57Z,9113,2021-02-17T01:14:57Z,AR,4382354,9398406,3220912,3419664,1966807,3845063,2507407,8663557,3080301,6800683
8YMD#AR#2021-02-17T05:11:26Z,8YMD,2021-02-17T05:11:26Z,AR,4680100,4197306,6920736,9892856,3718998,889402,7115635,5188835,7736988,3058738
8Y79#AR#2021-02-17T14:53:35Z,8Y79,2021-02-17T14:53:35Z,AR,7290021,7557197,2741057,4916185,2856152,1462218,8257525,8784741,1104803,2951903
8YVN#AR#2021-02-17T01:08:46Z,8YVN,2021-02-17T01:08:46Z,AR,4815273,1763221,1842028,7423363,5838634,2337684,1088824,3639077,6778086,9910541
8ZB4#AR#2021-02-17T23:39:04Z,8ZB4,2021-02-17T23:39:04Z,AR,4309940,3370668,8827287,9547958,8297754,5046132,8257988,1702806,7302937,292772
8XFV#AR#2021-02-17T18:21:01Z,8XFV,2021-02-17T18:21:01Z,AR,5000376,8645727,6300495,5816075,9103858,3524341,8233710,6069309,9633015,9351981
8Z7T#AR#2021-02-17T11:04:45Z,8Z7T,2021-02-17T11:04:45Z,AR,7855811,5927314,6623715,3878964,5357995,2589154,7670604,4278915,8448556,5469224
8XZD#AR#2021-02-17T15:31:18Z,8XZD,2021-02-17T15:31:18Z,AR,3842543,7811400,730624,7453744,9592045,4221232,1492631,3801839,8239960,1433973
8YPU#AR#2021-02-17T20:07:46Z,8YPU,2021-02-17T20:07:46Z,AR,1758975,3463910,3492875,955596,8943800,7013862,5369254,1233465,6088770,6135495
9231#AR#2021-02-17T17:18:08Z,9231,2021-02-17T17:18:08Z,AR,5126924,2871199,2235527,1699246,2371346,9694797,8758365,5711695,500908,5176590
91YK#AR#2021-02-17T02:09:07Z,91YK,2021-02-17T02:09:07Z,AR,9908955,8070494,5439975,1849416,8102522,4994692,7963954,8911856,3821199,2803753
918C#AR#2021-02-17T22:51:13Z,918C,2021-02-17T22:51:13Z,AR,1821921,8132660,9260986,2182781,9391220,6188588,6978870,6820924,5956180,7490627
9162#AR#2021-02-17T16:07:43Z,9162,2021-02-17T16:07:43Z,AR,866599,8971017,7837295,5095250,8547660,1281013,7085399,5876178,2208707,714834
91PP#AR#2021-02-17T02:03:27Z,91PP,2021-02-17T02:03:27Z,AR,3449948,4076533,1274497,911289,4677409,4090494,6709686,7146451,2422680,3473063
91FP#AR#2021-02-17T17:25:44Z,91FP,2021-02-17T17:25:44Z,AR,2179440,256040,5518882,3369923,5320903,4334662,764664,4806549,8840864,8021178
93PA#AR#2021-02-17T19:20:47Z,93PA,2021-02-17T19:20:47Z,AR,9573320,246982,3342261,7027926,8306113,3444041,7494353,8367235,1995907,5485514
92HE#AR#2021-02-17T13:04:11Z,92HE,2021-02-17T13:04:11Z,AR,4934504,4174751,8384550,5476309,8470752,5254593,8288674,8953625,8926364,4412405
90N5#AR#2021-02-17T01:52:09Z,90N5,2021-02-17T01:52:09Z,AR,4069125,2276532,2558541,2249779,8024651,906889,4989016,4981795,9650014,5760715
90R2#AR#2021-02-17T11:01:39Z,90R2,2021-02-17T11:01:39Z,AR,1901092,4478377,4186016,9799334,4538473,9535541,5345674,665508,9801118,7811036
8WJ5#AR#2021-02-17T18:21:49Z,8WJ5,2021-02-17T18:21:49Z,AR,2316128,4614113,4131228,3587452,296801,3282712,6773507,2849497,1603747,8797735
8Y3J#AR#2021-02-17T16:04:24Z,8Y3J,2021-02-17T16:04:24Z,AR,3545728,5452936,43563,7546963,104583,4079600,7091125,855969,2225272,2767582
90KP#AR#2021-02-17T05:15:21Z,90KP,2021-02-17T05:15:21Z,AR,1013127,790249,9506833,4901359,1226541,7263322,6052807,225974,9280004,3314656
8WAT#AR#2021-02-17T16:44:04Z,8WAT,2021-02-17T16:44:04Z,AR,6994318,3179427,5447751,5713085,9028227,1456594,7712097,3640193,875105,1112709
90L4#AR#2021-02-17T16:05:34Z,90L4,2021-02-17T16:05:34Z,AR,6404793,2477225,7772288,6788188,7216048,1005187,5245217,4836295,6776880,5438300
8W03#AR#2021-02-17T05:02:39Z,8W03,2021-02-17T05:02:39Z,AR,6950586,7515417,7956835,3447325,8597437,5275391,9569977,4872065,9358938,3695905
906U#AR#2021-02-17T00:57:35Z,906U,2021-02-17T00:57:35Z,AR,3019464,8864224,3961391,1972577,2217063,5163269,9383039,5913182,5813212,5341609
8Y60#AR#2021-02-17T03:03:59Z,8Y60,2021-02-17T03:03:59Z,AR,8695754,435006,5565380,2073230,1761478,8173171,7658514,2312123,3460287,4442217
8WW7#AR#2021-02-17T15:25:22Z,8WW7,2021-02-17T15:25:22Z,AR,8322254,885173,6540637,1507904,4300380,137408,2745264,4790141,4764391,6941591
8W8A#AR#2021-02-17T09:42:35Z,8W8A,2021-02-17T09:42:35Z,AR,591312,6531216,2341182,9562621,3711320,6191217,3055972,1174923,7433946,9636274
8Y2I#AR#2021-02-17T02:02:49Z,8Y2I,2021-02-17T02:02:49Z,AR,2118394,4120976,1751299,9305964,3995623,6474111,9418240,3824049,6838194,1027870
9163#AR#2021-02-17T18:40:58Z,9163,2021-02-17T18:40:58Z,AR,6068468,4901195,5893450,6539341,1198362,1207679,7497418,6577909,2132693,2463499
931L#AR#2021-02-17T12:37:45Z,931L,2021-02-17T12:37:45Z,AR,528918,5227648,9396191,4961041,5356422,6956357,2943227,3695473,180684,2183998
9146#AR#2021-02-17T21:37:16Z,9146,2021-02-17T21:37:16Z,AR,494765,3991661,5151222,3106782,529669,6255313,2744893,1207354,8012701,14672
933Y#AR#2021-02-17T03:47:39Z,933Y,2021-02-17T03:47:39Z,AR,7037042,9609768,72219,7622780,9931847,4493769,3480562,6228979,3614840,5707346
9325#AR#2021-02-17T20:23:13Z,9325,2021-02-17T20:23:13Z,AR,1963053,1074045,7622138,3278984,7772871,4236411,3170201,8630768,3874699,3884659
929Y#AR#2021-02-17T23:58:52Z,929Y,2021-02-17T23:58:52Z,AR,2770276,9920019,7681560,2669907,6266264,7830614,5799090,2771515,4226179,7290251
920V#AR#2021-02-17T15:05:07Z,920V,2021-02-17T15:05:07Z,AR,2566826,2217570,7367275,6155986,2127725,119265,9745657,9101583,176854,7826077
91K8#AR#2021-02-17T08:29:06Z,91K8,2021-02-17T08:29:06Z,AR,1346403,623080,7417410,9158942,6782567,4739460,6974475,6386030,7987235,9833887
939G#AR#2021-02-17T08:44:35Z,939G,2021-02-17T08:44:35Z,AR,7568916,9783867,7235790,8806091,4105352,8014856,6682644,1443433,8820697,705977
91T1#AR#2021-02-17T22:13:23Z,91T1,2021-02-17T22:13:23Z,AR,9466022,3194213,1907359,2592176,8438918,9238867,819444,5398393,3579632,1350086
9351#AR#2021-02-17T05:00:45Z,9351,2021-02-17T05:00:45Z,AR,5284079,2676455,1715407,7831571,3905936,6922791,2645551,6395973,9001663,8877808
90D0#AR#2021-02-17T19:18:17Z,90D0,2021-02-17T19:18:17Z,AR,6834182,9347308,2460347,8683910,672333,7327371,9285995,2935787,7236117,747303
8ZBO#AR#2021-02-17T22:56:50Z,8ZBO,2021-02-17T22:56:50Z,AR,8849993,4058367,5827794,9864155,2104018,3679326,9190787,7919188,82897,1339663
9014#AR#2021-02-17T10:19:44Z,9014,2021-02-17T10:19:44Z,AR,4325450,7655521,1326578,9528842,7672775,7166404,4205315,2394251,9268860,7458238
8YDW#AR#2021-02-17T10:15:50Z,8YDW,2021-02-17T10:15:50Z,AR,2326358,6549997,266727,9225450,377368,6110549,996821,8267906,5641882,5656530
90FT#AR#2021-02-17T18:55:15Z,90FT,2021-02-17T18:55:15Z,AR,8954462,8647447,8454818,9064162,5638161,2367676,1281928,5822735,1455497,2989352
8W71#AR#2021-02-17T20:25:35Z,8W71,2021-02-17T20:25:35Z,AR,3483004,2531974,1210793,463169,9501661,3000566,7911799,9350964,5444863,5880401
8Z84#AR#2021-02-17T10:18:46Z,8Z84,2021-02-17T10:18:46Z,AR,3672962,8260478,7288304,5253049,855050,9621850,4609338,1894860,6313893,6051927
90EX#AR#2021-02-17T06:42:20Z,90EX,2021-02-17T06:42:20Z,AR,9592456,8476957,7688960,5271617,1409779,9767361,9075603,5726778,9563970,5964755
8X17#AR#2021-02-17T04:46:26Z,8X17,2021-02-17T04:46:26Z,AR,2463119,1657701,9831168,6880887,9149619,5759705,2365682,6333837,4172297,5653365
8X6Z#AR#2021-02-17T18:16:12Z,8X6Z,2021-02-17T18:16:12Z,AR,1192357,3823615,9531832,8363112,2670070,8735826,9866547,8284521,6614073,5655074
8Z25#AR#2021-02-17T01:55:58Z,8Z25,2021-02-17T01:55:58Z,AR,8124072,4909377,3904614,2705479,3063380,846901,7625672,3559397,6791534,4486269
8W6P#AR#2021-02-17T14:57:59Z,8W6P,2021-02-17T14:57:59Z,AR,7497149,2133781,5003436,7967208,5477423,8372940,6975582,3780677,3144820,7558997
9048#AR#2021-02-17T02:54:13Z,9048,2021-02-17T02:54:13Z,AR,6356927,3575309,935650,7986088,1960819,753052,7629979,2571793,3436244,984761
8VYL#AR#2021-02-17T09:14:17Z,8VYL,2021-02-17T09:14:17Z,AR,5929158,7441387,8670212,880193,3132021,8563563,8034495,7265016,2326956,4923115
8XLD#AR#2021-02-17T05:15:05Z,8XLD,2021-02-17T05:15:05Z,AR,8972259,8570549,6018176,7230877,1413737,1510257,7473920,2887926,121161,5139794
8WUV#AR#2021-02-17T12:13:39Z,8WUV,2021-02-17T12:13:39Z,AR,6761471,5990769,9465580,4989663,1317918,2956536,5884186,9654493,376274,8096924
93UN#AR#2021-02-17T00:11:25Z,93UN,2021-02-17T00:11:25Z,AR,4689628,9593379,4915695,4521920,1319294,5033104,9038654,311997,9915180,2419200
91S3#AR#2021-02-17T12:56:24Z,91S3,2021-02-17T12:56:24Z,AR,7423443,5490335,6544904,9138724,3110100,2457118,6751257,1435235,7567232,7029510
91SI#AR#2021-02-17T22:27:31Z,91SI,2021-02-17T22:27:31Z,AR,2896077,5028390,9355404,2960767,8618428,7270535,9289920,9707399,4494131,9097269
93NG#AR#2021-02-17T23:55:50Z,93NG,2021-02-17T23:55:50Z,AR,4221989,3590065,9847756,8773303,6572390,869009,9531782,3830805,7645983,1665347
9266#AR#2021-02-17T04:27:41Z,9266,2021-02-17T04:27:41Z,AR,3055845,6710738,7619649,8677907,717738,2126280,6150746,4381095,8493909,1501013
92UX#AR#2021-02-17T08:14:06Z,92UX,2021-02-17T08:14:06Z,AR,7460775,7901050,3547213,3223553,4380203,5070797,3049889,9298319,1071897,8823919
93U0#AR#2021-02-17T16:24:23Z,93U0,2021-02-17T16:24:23Z,AR,7304944,1400254,642451,1737499,3736883,4500532,6920071,1916336,7090570,2989719
93PW#AR#2021-02-17T04:59:59Z,93PW,2021-02-17T04:59:59Z,AR,3148977,8808981,4895756,741723,75155,2629915,1741290,6863707,8885006,6257317
92JZ#AR#2021-02-17T06:56:49Z,92JZ,2021-02-17T06:56:49Z,AR,3637820,4597520,4895229,9327471,6166060,5289768,7394293,7292653,5558330,4318375
923I#AR#2021-02-17T09:42:40Z,923I,2021-02-17T09:42:40Z,AR,6800817,6664206,5127939,6844745,5390219,86002,5052618,8001088,3479350,8308656
936X#AR#2021-02-17T03:03:03Z,936X,2021-02-17T03:03:03Z,AR,9590456,7447710,1132614,5479053,6467932,9396592,1452713,7115231,6881348,4775403
8Z4B#AR#2021-02-17T08:13:53Z,8Z4B,2021-02-17T08:13:53Z,AR,3314952,1818555,4603906,1177221,3988942,2953312,8751055,2990644,9885636,853593
8Y88#AR#2021-02-17T19:56:07Z,8Y88,2021-02-17T19:56:07Z,AR,3564099,9897196,3266248,5605460,8486763,3817313,9120414,6945040,1887244,4431849
8WO8#AR#2021-02-17T23:04:50Z,8WO8,2021-02-17T23:04:50Z,AR,3760779,5705357,2356535,367060,9798612,4961516,9568418,3089930,4932647,6943299
8Z90#AR#2021-02-17T05:03:24Z,8Z90,2021-02-17T05:03:24Z,AR,8099726,2431791,6465273,1815791,603064,3930995,4269630,452802,7698805,9237771
9111#AR#2021-02-17T21:48:29Z,9111,2021-02-17T21:48:29Z,AR,2254747,5829815,1426611,5752892,1352837,8442314,2115876,7446988,6301823,828293
8YDV#AR#2021-02-17T21:28:58Z,8YDV,2021-02-17T21:28:58Z,AR,7178224,4291047,9418707,6004597,3176398,7892255,3815637,8967173,9136172,4996726
90U2#AR#2021-02-17T02:59:26Z,90U2,2021-02-17T02:59:26Z,AR,6629363,8488645,9097717,8739522,8416679,4638072,7035922,1534179,7064218,6602209
8Y8I#AR#2021-02-17T10:54:56Z,8Y8I,2021-02-17T10:54:56Z,AR,8843253,434645,4004300,7169101,9648862,8152756,2709438,4387084,5238557,613228
8YAO#AR#2021-02-17T13:03:20Z,8YAO,2021-02-17T13:03:20Z,AR,8500730,4396935,3677319,6348851,1508069,9231407,2949275,228793,46625,730073
8ZMM#AR#2021-02-17T23:52:17Z,8ZMM,2021-02-17T23:52:17Z,AR,7241980,132530,4806154,2111640,4867766,8435932,5806356,9450913,5900271,6186642
9271#AR#2021-02-17T13:59:21Z,9271,2021-02-17T13:59:21Z,AR,5261329,6438875,1917796,8545120,5348310,233333,1414136,1975332,9254406,4116250
93K4#AR#2021-02-17T23:35:02Z,93K4,2021-02-17T23:35:02Z,AR,7070050,12246,455725,6572209,5369399,4971495,2089593,6020890,8695874,3724600
92I1#AR#2021-02-17T11:45:11Z,92I1,2021-02-17T11:45:11Z,AR,5974574,9692995,4368184,6435614,7002476,5944517,7453662,5182449,4323590,5123956
93FY#AR#2021-02-17T11:35:36Z,93FY,2021-02-17T11:35:36Z,AR,3192702,7563580,3619806,1678858,8134284,4675177,9419084,3615333,4478126,8197751
92U0#AR#2021-02-17T13:34:36Z,92U0,2021-02-17T13:34:36Z,AR,1174402,1283956,9339455,6553755,83856,1356823,4706477,5476790,1774601,4988576
923G#AR#2021-02-17T10:33:34Z,923G,2021-02-17T10:33:34Z,AR,8336617,2910216,3758427,5572831,2579981,7493417,3769018,2986776,4519658,5833641
91JQ#AR#2021-02-17T14:13:18Z,91JQ,2021-02-17T14:13:18Z,AR,3954574,3706284,2552511,1321162,3318017,9985282,6159807,7394714,3563737,9095856
91N0#AR#2021-02-17T14:13:01Z,91N0,2021-02-17T14:13:01Z,AR,4896998,502144,5665079,5506137,4588752,3257250,8464286,5723830,9593712,4354488
9292#AR#2021-02-17T10:41:39Z,9292,2021-02-17T10:41:39Z,AR,2942269,3053696,3637637,9785985,2394273,4678177,990917,2230449,5026620,866006
934T#AR#2021-02-17T11:19:52Z,934T,2021-02-17T11:19:52Z,AR,8217705,1668395,4060759,5622330,1700018,8764026,1336747,2336109,2555977,4435677
91CT#AR#2021-02-17T12:18:50Z,91CT,2021-02-17T12:18:50Z,AR,3776474,6587687,8061668,9438092,1984301,5433694,5316828,84858,6658051,7888112
8YR2#AR#2021-02-17T03:15:31Z,8YR2,2021-02-17T03:15:31Z,AR,100610,8648514,8371449,289416,449558,829082,4669588,2344737,946617,4369811
8X56#AR#2021-02-17T14:12:09Z,8X56,2021-02-17T14:12:09Z,AR,1752585,5457903,4193719,7617968,3769700,2776704,5929816,6151211,2482448,1271294
8X41#AR#2021-02-17T07:24:47Z,8X41,2021-02-17T07:24:47Z,AR,9001998,6122351,2994579,7224461,7554249,1307344,8966232,799223,9478137,4249192
8YYU#AR#2021-02-17T15:40:51Z,8YYU,2021-02-17T15:40:51Z,AR,5550372,3658022,9328829,5233035,2128847,3528476,7328067,8648269,5513015,6308425
8X24#AR#2021-02-17T09:01:26Z,8X24,2021-02-17T09:01:26Z,AR,6741823,8653075,959574,3503841,5464895,1085922,458437,2168523,3422405,7690096
8Z9C#AR#2021-02-17T19:08:05Z,8Z9C,2021-02-17T19:08:05Z,AR,5886299,5353206,4174039,957116,1797711,5650767,1608927,4429361,242154,3659855
8YGY#AR#2021-02-17T15:42:22Z,8YGY,2021-02-17T15:42:22Z,AR,7578204,5940335,3107461,1792058,5899937,3902798,712222,8728839,2722026,7913364
90Q7#AR#2021-02-17T15:44:19Z,90Q7,2021-02-17T15:44:19Z,AR,4784739,6239806,939730,4845287,4192070,9258720,1132373,5445528,3834432,4928070
8ZYW#AR#2021-02-17T17:59:06Z,8ZYW,2021-02-17T17:59:06Z,AR,2211734,2213560,2919004,2718028,947982,1238607,565665,8141961,3233955,3302846
90QI#AR#2021-02-17T18:01:20Z,90QI,2021-02-17T18:01:20Z,AR,4130725,8499102,7677092,3540576,2810290,5661813,8035374,7841131,8891892,5600179
90TI#AR#2021-02-17T00:40:22Z,90TI,2021-02-17T00:40:22Z,AR,3614386,9272933,8408269,5763816,5165799,4342290,1484581,4894811,2145819,2247200
907N#AR#2021-02-17T03:46:26Z,907N,2021-02-17T03:46:26Z,AR,8575937,2398796,5618865,583462,4107139,4769541,3967915,2195585,8755378,3908983
8WJ2#AR#2021-02-17T01:55:54Z,8WJ2,2021-02-17T01:55:54Z,AR,1213913,6754677,8204847,6242562,8633982,969590,3725646,1556991,7504789,9145786
8WHE#AR#2021-02-17T09:53:43Z,8WHE,2021-02-17T09:53:43Z,AR,290280,5702560,7532754,3637715,1191250,4242362,1057214,1304981,1880430,6346962
93EO#AR#2021-02-17T19:33:34Z,93EO,2021-02-17T19:33:34Z,AR,1249660,7481987,1961870,7906866,6021551,3058322,8762124,4507180,1797253,4443680
91QM#AR#2021-02-17T05:47:40Z,91QM,2021-02-17T05:47:40Z,AR,5232833,8797636,5465196,1670819,339349,624388,1207789,8947313,9760911,4609082
927Q#AR#2021-02-17T15:23:13Z,927Q,2021-02-17T15:23:13Z,AR,9602634,9069817,2618367,7196785,5455935,8915326,592256,289482,8332286,9023802
918N#AR#2021-02-17T15:55:25Z,918N,2021-02-17T15:55:25Z,AR,7296766,2689149,2172925,4162753,2185850,8254493,2497919,389469,8097353,1965121
928M#AR#2021-02-17T09:39:30Z,928M,2021-02-17T09:39:30Z,AR,8039473,5900342,8475602,9542182,6299315,8670824,4844621,607549,8206523,1780294
93JM#AR#2021-02-17T19:13:42Z,93JM,2021-02-17T19:13:42Z,AR,7510922,6766934,2583094,2654278,3235429,5079235,5721638,6965340,4392915,9459059
9281#AR#2021-02-17T12:38:17Z,9281,2021-02-17T12:38:17Z,AR,4750696,6169917,2384694,8290772,6042114,396436,5607153,4190967,9292128,6704770
930Y#AR#2021-02-17T09:20:31Z,930Y,2021-02-17T09:20:31Z,AR,1768090,3301193,3278409,7792035,5304457,1027006,5144471,6125959,7981664,5362586
9380#AR#2021-02-17T03:39:39Z,9380,2021-02-17T03:39:39Z,AR,5705348,2356848,574557,893950,6980443,4898141,9780117,7978787,8745670,9236975
923D#AR#2021-02-17T17:59:01Z,923D,2021-02-17T17:59:01Z,AR,2073192,6777800,6332361,310720,2603739,3786941,3460014,6038940,9375595,6984688
8Y7V#AR#2021-02-17T19:09:03Z,8Y7V,2021-02-17T19:09:03Z,AR,377899,6299706,7069873,4630625,4854885,3196563,288864,2614663,3930943,8077667
8Z47#AR#2021-02-17T16:24:39Z,8Z47,2021-02-17T16:24:39Z,AR,5846592,3892679,6280950,8179585,5941685,3047473,6890835,9426290,9786858,2677664
8Y2Z#AR#2021-02-17T06:24:28Z,8Y2Z,2021-02-17T06:24:28Z,AR,4361598,5858985,4932516,1643905,5176659,8606277,1978925,8368018,8479086,5096451
90FB#AR#2021-02-17T20:58:22Z,90FB,2021-02-17T20:58:22Z,AR,3429533,1206056,940557,5715627,5687714,7709803,2538744,3044758,4891338,7130564
90MN#AR#2021-02-17T03:53:32Z,90MN,2021-02-17T03:53:32Z,AR,8062390,7514664,7301435,4123403,7517907,3288429,3652949,3730753,8215149,3228261
9067#AR#2021-02-17T20:01:01Z,9067,2021-02-17T20:01:01Z,AR,6612423,6392973,8567098,4339459,815535,8148106,1610661,8949706,152023,5139316
8XWU#AR#2021-02-17T07:22:46Z,8XWU,2021-02-17T07:22:46Z,AR,7253210,2690855,3910433,2073781,8995324,5273163,8070077,207058,7102057,7369494
9034#AR#2021-02-17T08:02:38Z,9034,2021-02-17T08:02:38Z,AR,1742587,5799937,6297715,501816,5480677,6645516,1136395,4317124,5188656,4624914
9204#AR#2021-02-17T16:38:30Z,9204,2021-02-17T16:38:30Z,AR,7800227,1126000,76534,2963712,8906522,6422370,3480568,8653779,6387971,9253662
911X#AR#2021-02-17T04:17:50Z,911X,2021-02-17T04:17:50Z,AR,4750405,499969,5573087,8588588,2727550,7578126,5049151,3350965,5323467,2916399
933H#AR#2021-02-17T06:53:16Z,933H,2021-02-17T06:53:16Z,AR,1928981,3243330,6106188,3433481,2851206,9244115,1281546,23197,1756650,857931
9258#AR#2021-02-17T08:29:25Z,9258,2021-02-17T08:29:25Z,AR,5103518,7893579,1307203,3057796,6297238,4882119,9216871,544395,7050163,6113411
934V#AR#2021-02-17T16:09:17Z,934V,2021-02-17T16:09:17Z,AR,9796022,4247799,5160195,7151543,2330466,1716714,7928728,1657716,7236701,2281110
92U8#AR#2021-02-17T18:49:30Z,92U8,2021-02-17T18:49:30Z,AR,5988492,1156593,1845680,4803016,8528604,3341430,5554377,2372847,999223,3226032
931O#AR#2021-02-17T05:16:45Z,931O,2021-02-17T05:16:45Z,AR,8936228,4377822,9727657,9737397,689226,9514736,7752919,5410150,7115362,5922775
92MV#AR#2021-02-17T16:01:12Z,92MV,2021-02-17T16:01:12Z,AR,5731516,4743756,264701,4914395,2580232,2912609,1855724,6432348,235496,3824622
91H8#AR#2021-02-17T01:49:29Z,91H8,2021-02-17T01:49:29Z,AR,6086812,2375854,1177801,9383301,7885222,8464364,1553677,1558789,7950987,8444403
8Y97#AR#2021-02-17T08:17:49Z,8Y97,2021-02-17T08:17:49Z,AR,3640604,9327627,1323041,3800363,9669595,9783931,6749321,4183606,8557589,7769116
8Y14#AR#2021-02-17T15:05:10Z,8Y14,2021-02-17T15:05:10Z,AR,4625716,2861587,5826219,8137290,479048,4758923,4981830,7077830,4058911,5287479
8WU9#AR#2021-02-17T07:53:42Z,8WU9,2021-02-17T07:53:42Z,AR,5976125,5770038,8245155,2267964,5003455,7056326,6046566,2577672,116390,7143863
90M9#AR#2021-02-17T13:31:37Z,90M9,2021-02-17T13:31:37Z,AR,1487953,145531,976756,5048803,9580721,4185376,9042621,3599748,7308617,251258
90LO#AR#2021-02-17T20:47:28Z,90LO,2021-02-17T20:47:28Z,AR,7144053,6509972,9037446,8883692,6939813,7914859,595473,9879743,9077952,8938326
903Z#AR#2021-02-17T09:51:27Z,903Z,2021-02-17T09:51:27Z,AR,1278326,4592154,6813691,2790187,6484456,8528307,1949714,7796892,9887414,8027360
8XOW#AR#2021-02-17T00:03:14Z,8XOW,2021-02-17T00:03:14Z,AR,3874176,8516634,6608715,3690709,165789,2066295,1897349,5297391,4496172,3757905
8W6T#AR#2021-02-17T12:47:12Z,8W6T,2021-02-17T12:47:12Z,AR,3405189,1042766,7378556,4582603,4236617,1375152,4522430,9154490,4386563,5829717
8X3A#AR#2021-02-17T15:55:43Z,8X3A,2021-02-17T15:55:43Z,AR,8816533,9812212,949179,8105733,8422957,2642101,1066641,1298894,7676616,2407438
909B#AR#2021-02-17T13:34:51Z,909B,2021-02-17T13:34:51Z,AR,272022,8585830,5956505,8096116,923557,7552083,9266171,2797187,5647757,1354524
